text1,text2,human,chrf,bleu,rouge1,rouge2,rouge3,rougeL,Elron/bleurt-large-512,bertscore/roberta-large,bertscore/bert-base-multilingual-cased,bertscore/microsoft/deberta-xlarge-mnli,fasttext_cossim,w2v_cossim
Where will you be on the 1st.,Where will you be on the first place?,2.5,0.7577886295252408,0.6813194322755497,0.7999999999999999,0.7692307692307692,0.7272727272727272,0.7999999999999999,0.1562354415655136,0.9174158573150636,0.8778150081634521,0.7098690867424011,0.975442349910736,0.9352186918258667
I'll be going from Los Angeles to Paris and I want to return on March 11th.,i'm going from los angeles to paris and i want to come back on march 11.,3.0,0.4043186413299015,0.6039489325594639,0.7647058823529412,0.625,0.5333333333333333,0.7647058823529412,0.7885750532150269,0.9421799778938292,0.8027089834213257,0.9288794994354248,0.8914563655853271,0.7715498805046082
You want a Pool ride with Go Vegan for 2 people. Is that correct?,You would like to go on a pool ride with Go Vegan for two people. Is this correct?,2.75,0.6430838564766326,0.6314294912805114,0.6875000000000001,0.4666666666666667,0.3571428571428571,0.6875000000000001,0.6691352128982544,0.9618098735809326,0.9263965487480164,0.924967646598816,0.9193811416625975,0.9407150149345398
I'll be picking up in LA at 10:30 in the morning and will need it until the 11th of March.,I will be picking up in Los Angeles on the 11th of March.,1.8,0.4564780077943442,0.4378123119432355,0.5714285714285714,0.3636363636363636,0.2580645161290322,0.5142857142857142,-0.326317697763443,0.937602162361145,0.8790890574455261,0.8173444271087646,0.9096362590789796,0.7948729395866394
Shall I get you anything else?,Should I get you something else?,2.333333333,0.5584687475874242,0.6469641510012484,0.6666666666666666,0.4000000000000001,0.25,0.6666666666666666,0.8808145523071289,0.9455859065055848,0.9311994910240172,0.8667116761207581,0.9721941351890564,0.8954966068267822
"The day after tomorrow until next Tuesday, picking up around afternoon 3.",the day after tomorrow until next tue.,1.666666667,0.4552108704121857,0.3562071324538972,0.631578947368421,0.5882352941176471,0.5333333333333333,0.631578947368421,-0.847196638584137,0.9154234528541564,0.8290761709213257,0.7222205400466919,0.7944895029067993,0.8793647289276123
Nothing.,It is nothing.,2.666666667,0.5697021326108147,0.4324227075463215,0.5,0.0,0.0,0.5,0.6065075993537903,0.9542099237442015,0.7949103713035583,0.772594690322876,0.4010553359985351,0.647565484046936
Reservation has been successful.,Reservation has worked out.,3.0,0.4560167268319442,0.4985987277390878,0.5,0.3333333333333333,0.0,0.5,0.3792447745800018,0.9466109275817872,0.9265570044517516,0.8497334122657776,0.7604581117630005,0.7916932106018066
"Yes, I need to search it in Sydney, NSW.","Yes, I need to search for it in Sydney, New Zealand.",2.8,0.7709679771476026,0.6918211695197932,0.7999999999999999,0.6666666666666665,0.5,0.7999999999999999,0.4104449450969696,0.9670481085777284,0.95649915933609,0.8867330551147461,0.933351457118988,0.8441228866577148
"I would like to take an Economy flight to Mexico City, leaving on the 13th of this month.",i wanna take an economy flight to mexico city on the 13th of this month.,3.0,0.5496305811802169,0.6242136772219112,0.8484848484848485,0.7096774193548386,0.6206896551724138,0.8484848484848485,0.6774877309799194,0.9450786113739014,0.8395805358886719,0.9004606008529663,0.9760084748268129,0.7918426394462585
Can I assist you with something else,Can I help you with something else?,3.0,0.7079765799968901,0.7810068361461718,0.8571428571428571,0.6666666666666666,0.4000000000000001,0.8571428571428571,0.963336706161499,0.9709051847457886,0.901006519794464,0.944710612297058,0.9882392287254332,0.9636168479919434
"Sure, please confirm you'd like 4 economy extra tickets for the bus from Seattle to Portland leaving March 13th at 6:30 am.",yes u want 4 economy extra tickets for the bus from washington to Portland march 13 at 6:30,2.0,0.501961365596863,0.5399311392285839,0.6511627906976745,0.4878048780487805,0.358974358974359,0.6511627906976745,0.1189322918653488,0.9300838708877563,0.797120213508606,0.8701627850532532,0.9351729154586792,0.8525988459587097
"Your rental car has been booked, and it will be costing you a total of$52.","Your rental car has been booked, and it will cost you a total of five dollars.",2.0,0.7551277985222105,0.80187621048967,0.875,0.8000000000000002,0.7142857142857143,0.875,0.7710487842559814,0.972370982170105,0.9337693452835084,0.9394022226333618,0.9183605909347534,0.9582583904266357
Yes is correct,yea its right.,2.5,0.0520833333333334,7.855726910762709e-155,0.0,0.0,0.0,0.0,-0.1285986453294754,0.8895183801651001,0.7091906070709229,0.7105443477630615,0.4078392386436462,0.4898490011692047
Any other help you need?,Do you need any other assistance?,3.0,0.4603648187576031,0.4837022397050354,0.7272727272727272,0.4444444444444445,0.0,0.3636363636363636,0.7604043483734131,0.9636313915252686,0.8287889361381531,0.8890570998191833,0.8537219166755676,0.867267906665802
Can you tell me this place is child-friendly?,can u tell me this place is kid friendly?,3.0,0.6386079212379135,0.7340450006476437,0.7777777777777778,0.5,0.4285714285714285,0.7777777777777778,0.808990478515625,0.9668529033660888,0.9010610580444336,0.9594234228134156,0.9641335010528564,0.9321807026863098
Sounds amazing.,Sounds like a great song.,3.0,0.3384437125952121,0.3101157575228834,0.2857142857142857,0.0,0.0,0.2857142857142857,-0.1448000818490982,0.946600615978241,0.8161661624908447,0.7983399629592896,0.7274689078330994,0.8166390657424927
"Yes, this one works","Yes, this one is effective.",3.0,0.6085250449935324,0.4971987693433302,0.6666666666666665,0.5714285714285715,0.4,0.6666666666666665,0.7002744674682617,0.9595547318458556,0.8261037468910217,0.8661250472068787,0.8348182439804077,0.8086196780204773
"No, that would be it","No, that is it.",2.666666667,0.4152902477225026,0.4639859397849545,0.6666666666666665,0.2857142857142857,0.0,0.6666666666666665,0.5441220998764038,0.9503291845321656,0.8811582922935486,0.8676888942718506,0.927145540714264,0.9093325734138489
What about a Tourist Attraction like the one at Brandon lee and Bruce Lee's Grave site which is the nice one from the 10 results I found.,What about a tourist attraction like the one at Brandon Lee's Grave?,2.0,0.4259081187174461,0.3300484634021574,0.6341463414634146,0.6153846153846153,0.5405405405405405,0.6341463414634146,-0.3147832453250885,0.9130271077156068,0.8238632082939148,0.7749807834625244,0.9207683205604552,0.8567481637001038
You have a restaurant reservation for 6 at Bangkok Garden at 11:30 am.,u have a restaurant reservation for 6 at tha gurl garden at 11:30,1.75,0.7037917947137817,0.7710985280643148,0.7857142857142857,0.6923076923076923,0.5833333333333334,0.7857142857142857,0.255537748336792,0.9381389021873474,0.8630630970001221,0.8920515775680542,0.9569138884544371,0.8040763139724731
"Sure. Please confirm that you would like tickets to the Delta Airlines flight leaving London towards San Francisco next Wednesday at 8 am, returning March 13th at 10:55 am for 1 passenger in Economy!","Yes, yes. Please confirm that you would like tickets to the Delta Airlines flight leaving London for San Francisco on March 13th at 10:55 AM.",1.666666667,0.6212053730963836,0.601201732615588,0.7540983606557377,0.6440677966101696,0.5614035087719298,0.721311475409836,0.2014299184083938,0.9459799528121948,0.8819742202758789,0.8657608032226562,0.9496660232543944,0.9382196664810181
I'm looking for a blues venue in NY.,I am looking for a blues venue in New York City.,3.0,0.7717219947124183,0.6705171455390826,0.7000000000000001,0.5555555555555556,0.5,0.7000000000000001,0.8957414627075195,0.9787548780441284,0.9462348818778992,0.949685037136078,0.8132699131965637,0.7863402366638184
With United Airlines you want 3 Economy tickets from Chicago to Philadelphia.Departure will be on March 2nd at 3:15 pm and return will be in March 7th at 11:30 am.Is that correct?,"u want 3 economy tickets from chicago to philippine, march 2nd at 3:15 pm or something like that?",1.75,0.3202306665612684,0.2989227306578745,0.509090909090909,0.4150943396226415,0.3529411764705882,0.509090909090909,-0.6662386655807495,0.8910709023475647,0.7458435893058777,0.7359616160392761,0.9363847970962524,0.7459966540336609
How about the AC hotel by marriott chicago downtown? It has a 4.3 rating,How about the AC hotel by Martint Chicago Downtown? It has a rating of 4.3.,2.0,0.6666233770011398,0.7614273047891277,0.9032258064516128,0.689655172413793,0.5185185185185186,0.8387096774193549,0.2741667032241821,0.9493508338928224,0.8706554174423218,0.915738880634308,0.9657219052314758,0.9437376856803894
Nope. I need it from the 4th till the 10th of March.,"No, that is not the case. I need it from the fourth to the tenth of March.",3.0,0.5663938074428868,0.5185319653978315,0.5517241379310345,0.3703703703703703,0.24,0.5517241379310345,0.664212703704834,0.9449740052223206,0.86444091796875,0.8619060516357422,0.868338406085968,0.8094685673713684
"Yeah, that works. I want to book two rooms with a check in in on the 6th of March and a check out on the 10th of March.","Yes, that is effective. I want to book two rooms with a check in on the 6th of March.",2.0,0.5890514202409479,0.5618918455082835,0.6808510638297872,0.6222222222222222,0.558139534883721,0.6808510638297872,0.4881782829761505,0.9512085914611816,0.912030041217804,0.8687323927879333,0.97111713886261,0.9305531978607178
I would like the room for 1 days. The date I want to check in is next Wednesday and I would like to book a room at HoTel Parister.,i want the room for 1 days. i wanna check in next wednesday and i want to book a room at hotel parister,3.0,0.4954442541037511,0.5862690596426229,0.8076923076923076,0.64,0.4583333333333333,0.7692307692307693,0.5879553556442261,0.9338524341583252,0.8011892437934875,0.8932098150253296,0.959261119365692,0.8898230791091919
Revel.,Revel is the best.,1.75,0.4154703466616298,0.2104299034762045,0.4,0.0,0.0,0.4,-0.4207596778869629,0.9444513320922852,0.6654658317565918,0.7321751713752747,0.351387083530426,0.7306015491485596
"What type of events, such as music or sports events, would you like? At which location should the event be held?","what kind of things, like music or sports. where should it be?",2.0,0.2578918203978166,0.2765629187459429,0.4848484848484849,0.1290322580645161,0.0689655172413793,0.4242424242424242,-0.4395658671855926,0.906783938407898,0.797762930393219,0.7631654739379883,0.9165061116218568,0.8326722383499146
1 hotel brooklyn bridge March 8th for 2 days in new york for 1 room.,The only hotel in New York is Brooklyn Bridge on March 8th for two days.,1.75,0.3911079783121414,0.5737818024141992,0.6666666666666666,0.3571428571428571,0.1538461538461538,0.4666666666666667,-0.3688146770000458,0.9000670313835144,0.7268170714378357,0.7500786781311035,0.8540881872177124,0.7818658947944641
Which movie would you like? When do you want to watch the movie? In which city?,Which movie would you enjoy? When would you like to watch the movie? Which city is it?,2.666666667,0.6809909330945045,0.7429958859415794,0.787878787878788,0.5161290322580646,0.3448275862068965,0.7272727272727272,0.7821248173713684,0.9687276482582092,0.9144974946975708,0.8940329551696777,0.9374940991401672,0.9670865535736084
"Yes, proceed. Also check about the year in which this song was released whether it is from one years ago? and what is the type of this song?","yea, go for it. And check out the year in which this song came out. and what kind of song is it?",2.0,0.3653032958737856,0.4243285928817402,0.52,0.25,0.1739130434782608,0.44,0.0852553099393844,0.9174374938011168,0.8142291903495789,0.8047887086868286,0.940880000591278,0.9048828482627869
You're booked. It's 5.0 stars.,You have been booked. It is five stars.,3.0,0.4437959873556032,0.4648335961157956,0.5,0.1428571428571428,0.0,0.5,0.5717535018920898,0.9474627375602722,0.8677561283111572,0.8779115676879883,0.817190945148468,0.8287606835365295
"There are 6 nice apartments, one of which is 215 Bayview Apartments which is located at 215 Bayview Street with 2 bedrooms and 2 baths which will set you back $2,800 each month.","There are six nice apartments, one of which is 215 Bayview Apartments.",1.666666667,0.3942665861281067,0.2023454758537176,0.4782608695652174,0.4090909090909091,0.3333333333333333,0.4782608695652174,-0.2610720098018646,0.9302563667297364,0.8481148481369019,0.7624861001968384,0.9387098550796508,0.8998159766197205
Hello! Please can you find me some good medical practitioner in San Fran.,"Hey, hey! can you find some good docs in san francisco?",3.0,0.3135130026720165,0.3947551444229573,0.5833333333333334,0.3636363636363636,0.0999999999999999,0.5833333333333334,-0.0234358459711074,0.9302822351455688,0.791695773601532,0.8187427520751953,0.8835024833679199,0.7851861715316772
Sure thing. Please confirm the following for me: Play the song Self Control on your TV.,"Yes, that is the case. Please confirm the following: Play the song""Self Control"" on your television.",3.0,0.6066550398469465,0.6436580149831862,0.6666666666666667,0.5806451612903225,0.4827586206896552,0.6666666666666667,0.6595425605773926,0.9553755521774292,0.87302565574646,0.8440584540367126,0.8731529712677002,0.9518330693244934
Great. Can you put it on my calendar now as Reservation at 71 Saint Peter?,That is a great idea. Can you please put it on my calendar now as Reservation at 71 Saint Peter?,3.0,0.8595101171808178,0.7376360756591661,0.8571428571428571,0.7272727272727273,0.6451612903225806,0.8571428571428571,0.576722264289856,0.9680173993110656,0.9194651246070862,0.9163503646850586,0.9822814464569092,0.9403669238090515
"That sound pretty good, Before we do anything else, I would like to use my checking account, check the balance first.",I would like to check the balance first before we do anything else.,2.333333333,0.5198999290908674,0.4407605883015738,0.7647058823529412,0.625,0.4666666666666667,0.4705882352941176,-0.027632936835289,0.9277769327163696,0.8636916279792786,0.8347336649894714,0.9552881717681884,0.9171478748321533
Would you find round trip flights for me? I would like to leave from Atlanta to London and return on the 9th.,do you have round trip flights for me? i want to leave from atlanta to london and come back on the 9th,3.0,0.5481948098373723,0.6792940428825901,0.7727272727272727,0.6190476190476191,0.5,0.7727272727272727,0.6380124092102051,0.9561525583267212,0.8498585224151611,0.911609411239624,0.9831256866455078,0.9037764072418213
"Okay! So, at what time can you pick up the car at JFK International Airport?","ok, yea! so when can you pick up the car at jfk international airport?",2.75,0.5417623075090561,0.642470145071614,0.7586206896551724,0.6666666666666666,0.64,0.7586206896551724,0.4903604686260223,0.9428133368492126,0.8603972792625427,0.8783856630325317,0.9098002910614014,0.8726129531860352
yes that works.,"Yes, that is effective.",3.0,0.1947022617017295,0.250737833894674,0.5714285714285715,0.4,0.0,0.5714285714285715,0.5705961585044861,0.9373326301574708,0.8330308198928833,0.8299447298049927,0.6756845712661743,0.6506773829460144
"Okay! Please can you confirm me that you wish to book 1 room at 1 hotel Central Park, right?","ok, yea! i think you want to book 1 room at central park.",2.0,0.2987185003079654,0.3399765631992116,0.5,0.3333333333333333,0.2142857142857142,0.5,-0.2012860625982284,0.9112995266914368,0.8181306719779968,0.7433497905731201,0.9076525568962096,0.8449540138244629
"Your reservation was successful, Hope you have a great time! The event is being held at Oakland-Alameda County Coliseum.",Hope you have a great time and your reservation worked out! it's being held at ohio-alameda county coliseum,1.666666667,0.5211839087803268,0.6283237135185286,0.7,0.5263157894736842,0.3333333333333333,0.6,0.2579216659069061,0.912223756313324,0.8073822855949402,0.835995078086853,0.870123565196991,0.8180589079856873
I'm looking to rent a car. I want to rent it until the 9th and I want to pick it up at five in the evening.,I'm looking for a car. i want to rent it till the 9th and pick it up at 5 in the evening.,3.0,0.6141998470682591,0.7026240203974655,0.7999999999999999,0.6249999999999999,0.4347826086956521,0.7999999999999999,0.6150715351104736,0.971009075641632,0.934621274471283,0.9207276701927184,0.9770886301994324,0.968092143535614
Do you have a preference? Say Music or Sports or anything else.,"Do you have a preference for your preference? You should say music, sports, or anything else.",2.666666667,0.6456732433889651,0.5437991685677191,0.7857142857142857,0.6153846153846153,0.4166666666666666,0.7857142857142857,0.4981155693531036,0.9514276385307312,0.8942648768424988,0.8267726302146912,0.941669762134552,0.9139702916145325
It's perfect for children. You can call them on 604-662-4700.,It is perfect for kids. You can call them on the phone number 604-662-4700.,3.0,0.6809668594861966,0.6550649830212036,0.7586206896551724,0.5185185185185186,0.32,0.7586206896551724,0.8535505533218384,0.9861509799957277,0.928647518157959,0.9599282145500184,0.9709110260009766,0.9407613277435303
Please confirm the following: You would like a luxury ride for 2 to 2425 California Street# C.,You want a luxury ride for 2-2425 CA ST# C.,2.0,0.2945619660617624,0.2198323176788516,0.5714285714285714,0.3076923076923077,0.25,0.5714285714285714,0.1344011574983596,0.9058473110198976,0.8180727958679199,0.7852417826652527,0.5786737203598022,0.7040283679962158
"Let me see if I got everything correctly: You'd like to reserve 1 room at Atrium Inn Vancouver in Vancouver for 2 days, and you'll be checking in on March 7th.",Let me know if I have everything correct. You would like to reserve one room at Atrium Inn Vancouver in Vancouver for two days and you will be checking in on March 7th.,2.666666667,0.7094099442168496,0.7956461073068707,0.7878787878787878,0.5625,0.3870967741935484,0.7878787878787878,0.7801790237426758,0.974417507648468,0.9411221742630004,0.921478033065796,0.984250545501709,0.9749883413314819
"Ok, thank you, that is all I need.",Thank you. That is all I need.,3.0,0.61978915387253,0.710134688749287,0.9333333333333332,0.923076923076923,0.9090909090909092,0.9333333333333332,0.679816484451294,0.9645490050315856,0.8823884725570679,0.8832522630691528,0.922180473804474,0.8925927877426147
Okay. You want to book 1 room at Arc The.Hotel in Washington D.C. Your stay will span from March 9th to March 14th. Do I have that down correctly?,"ok, okay... you want to book 1 room at arc the hotel in washington d.c. your stay will be from march 9 to march 14 do i have it right?",2.666666667,0.425320122162431,0.5822169481844771,0.8064516129032258,0.7,0.5862068965517241,0.8064516129032258,0.5624892711639404,0.9392142295837402,0.7843649983406067,0.8914151191711426,0.90270334482193,0.810486376285553
"It's a Country event that will be taking place at 104 N. Ave 56, 2nd Floor.","104 N Ave 56, 2nd floor",1.75,0.2251569274381752,0.0833828578340548,0.5217391304347826,0.4761904761904761,0.4210526315789474,0.5217391304347826,-0.2546537816524505,0.9140976071357728,0.7805919051170349,0.7351171970367432,0.816778838634491,0.6832768321037292
I am leaving on the 6th and plan to return on the 12th. I can leave at around 16:00.,i'm leaving on the 6th and i'm going back on the 12th i can leave around 16:00,2.666666667,0.582829639652459,0.6833974046223995,0.75,0.5789473684210527,0.4444444444444444,0.75,0.6807215809822083,0.9590909481048584,0.8351679444313049,0.8847289681434631,0.9653518199920654,0.9305643439292908
"Yes, that's exact.",That is correct.,3.0,0.142773159052873,4.476766863915479e-78,0.2857142857142857,0.0,0.0,0.2857142857142857,0.5993123054504395,0.907135248184204,0.8358411192893982,0.7838367819786072,0.6008997559547424,0.6343511343002319
Would you like to continue and purchase this bus ticker?,"if you want to buy this bus ticker, why don't you?",1.75,0.3407361022363243,0.4310089137016762,0.4545454545454545,0.1999999999999999,0.1111111111111111,0.4545454545454545,-0.0790390521287918,0.9119187593460084,0.8239479660987854,0.7096437811851501,0.8942016363143921,0.8680282235145569
"That sounds perfect. I'd like to pick up the vehicle near 4:30 in the evening, and I require the vehicle from March 3rd.",That sounds perfectly perfect. I would like to pick up the vehicle on March 3rd.,2.0,0.4999207828329052,0.4773597903293515,0.6,0.4210526315789474,0.2222222222222222,0.6,0.0620806664228439,0.9455713033676147,0.8987581729888916,0.8569753766059875,0.932891011238098,0.9053996801376343
"I'd like to leave on March 10th, and I'm going to Fresno, CA. Any ticket type is fine, by the way.","i'm going to fresno, ca. any ticket type is fine by the way.",2.0,0.4547036778817818,0.4472369661153744,0.7567567567567568,0.7428571428571429,0.7272727272727273,0.7567567567567568,0.2829122841358185,0.923011302947998,0.7954264879226685,0.8541637063026428,0.8919432163238525,0.8217559456825256
I'd like to have it in Milpitas at 1:30 in the afternoon.,I would like to have it in Milpitas on the afternoon.,2.0,0.7227423368868073,0.7816620160694807,0.7200000000000001,0.5217391304347826,0.380952380952381,0.7200000000000001,0.0216781944036483,0.9642400741577148,0.9331000447273254,0.9218056797981262,0.909259796142578,0.9457542896270752
"Okay, so the flight's from Philadelphia with 2 passengers.",ok so the flight is from philippine with 2 passengers,1.666666667,0.5169473077987777,0.6547521127663434,0.7,0.4444444444444444,0.25,0.7,-0.0423812419176101,0.9474692344665528,0.8178493976593018,0.9043614268302916,0.8802101016044617,0.8694490790367126
"Thats all i want, thanks",That is all I want.,3.0,0.2572481295149639,0.4600020152381991,0.8000000000000002,0.5,0.3333333333333333,0.8000000000000002,0.6343072652816772,0.9194881319999696,0.7491719126701355,0.87132328748703,0.6885207891464233,0.7701854109764099
Please confirm your request: You are booking a table for 2 people at Mijouri Sushibune in San Bruno. The reservation time is 10:45 am on March 2nd.,"if you want 2 people at mijouri sushibune in san francisco, please confirm your request. 10:45 on march 2nd.",2.666666667,0.4102278160363508,0.4816417339156668,0.7083333333333333,0.5217391304347826,0.3636363636363637,0.5416666666666667,-0.3707440793514251,0.9178029894828796,0.7782440185546875,0.8053892850875854,0.9377605319023132,0.7966210246086121
Okay. I'm reserving a check-in day of tomorrow at 45 Park lane.,"Okay, I agree. I am reserving a check-in day on Saturday at 45 Park Lane.",2.25,0.5734107403385267,0.6148919159194468,0.7333333333333334,0.5714285714285715,0.3846153846153846,0.7333333333333334,0.5113103985786438,0.954395830631256,0.8900371789932251,0.8928520083427429,0.9192413687705994,0.883056104183197
The car has been reserved for you.,It has been reserved for you.,2.25,0.7794097161463837,0.7803158820129633,0.7692307692307692,0.7272727272727272,0.6666666666666665,0.7692307692307692,0.4198386371135711,0.9597081542015076,0.9420000910758972,0.897370457649231,0.8380709290504456,0.9136770963668823
Please confirm this flight: 1 ticket for an Economy flight through Alaska Airlines that will leave from San Francisco and arrive in Seattle next Wednesday.,confirm this flight - 1 ticket for an economy flight from san francisco and will go to washington next week,1.666666667,0.4026795101706674,0.4605953793559161,0.6818181818181819,0.5238095238095238,0.45,0.6363636363636364,-0.0023542204871773,0.9175949096679688,0.806072473526001,0.8069033026695251,0.8924086689949036,0.8374782204627991
Wednesday next week and i want to come back on the 11th. I prefer economy.,I would like to come back on Wednesday next week. I prefer economies.,2.333333333,0.6157612147478467,0.6978781699568677,0.7857142857142856,0.5384615384615384,0.3333333333333333,0.5714285714285715,0.2190081626176834,0.950111210346222,0.8904874324798584,0.8375155329704285,0.9707507491111756,0.9398842453956604
have a good one,You should have a good one.,1.666666667,0.8294360229142838,0.5280972216470737,0.8,0.7499999999999999,0.6666666666666666,0.8,0.3678565323352813,0.9045839905738832,0.8260373473167419,0.7811376452445984,0.8935956954956055,0.8474019169807434
"I found 10 you might like. You should consider visiting the Brandon Lee and Bruce Lee's Grave Site, which is a tourist attraction.",i found 10 you might like. go to the brady lee and bruce lee's grave site.,2.0,0.3022518067159692,0.3167737989752784,0.6829268292682927,0.5641025641025642,0.4864864864864865,0.6829268292682927,0.0221788138151168,0.903146743774414,0.781705915927887,0.8016952276229858,0.7779059410095215,0.5925609469413757
Confirming a reservation for 2 at China Village Restaurant on March 6th at 1:15 PM in Albany.,2 at china village on march 6th@ 1:15 in albany.,2.0,0.2512683277298039,0.2705896888501737,0.7586206896551725,0.5185185185185185,0.24,0.7586206896551725,-0.4435307085514068,0.9066241979599,0.7555774450302124,0.7373535633087158,0.9367784261703492,0.6431084275245667
Can you please confirm that you want to have tickets for 3 people in the economy class for a Southwest Airlines flight from Portland to San Francisco with departure being March 12th at 3:15 pm and the return on March 14th at 11:30 pm.,Can you confirm that you want to have tickets for three people in the economy class?,2.0,0.3476216155758903,0.1556626920109696,0.4838709677419354,0.4,0.3103448275862069,0.4838709677419354,-0.4236707091331482,0.8971336483955383,0.7972831726074219,0.74761563539505,0.7206910252571106,0.8251132369041443
"Can you please confirm that you want to book 1 room at Homewood Suites By Hilton Los Angeles International Airport in Los Angeles, and that you will go there on March 13th, and will be leaving the hotel on March 14th.",Can you confirm that you want to book one room at Homewood Suites by Hilton Los Angeles International Airport in Los Angeles?,2.0,0.5361419694450322,0.4532571904378231,0.6666666666666667,0.5901639344262294,0.5084745762711865,0.6666666666666667,-0.1662511378526687,0.942581832408905,0.8640803694725037,0.8223111033439636,0.9287298917770386,0.9149881601333618
Alright. You want to add an event to your calendar called Movie show with a time of 7 pm on March 8th and a location of 1115 Solano Avenue?,"Okay, alright. You would like to add an event to your calendar called""Movie Show"" with a time of 7 pm on March 8th and a location at 1115 Solano Avenue.",3.0,0.7775961296427952,0.8121183576742497,0.9,0.8275862068965518,0.75,0.9,0.8412596583366394,0.9728997349739076,0.9236441850662231,0.9248465299606324,0.9840282201766968,0.9700821042060852
Conveniently there is one show at 10 pm at Century 12 San Mateo.,10 pm at century 12 san matéo,2.0,0.2354007574053286,0.1998444981883157,0.5714285714285714,0.5263157894736842,0.4705882352941177,0.5714285714285714,-0.4264325797557831,0.873780369758606,0.6656068563461304,0.7032978534698486,0.944250464439392,0.6103365421295166
When are you planning to visit?,when are you gonna go?,3.0,0.3321396480836775,0.3883935612920478,0.5454545454545454,0.4444444444444445,0.2857142857142857,0.5454545454545454,0.0564577728509902,0.9270793199539183,0.8474047183990479,0.8252156376838684,0.8554120659828186,0.6852527260780334
I would like the Latin American food in Daly City,I'd like the latino food in Daly City.,2.666666667,0.5313094334550763,0.593531674017513,0.7368421052631577,0.4705882352941176,0.2666666666666666,0.7368421052631577,0.8310748934745789,0.9725297093391418,0.904757559299469,0.912587821483612,0.9661610722541808,0.8311691284179688
"Please can you confirm me that you wish to have a shared ride for 3 people to visit CineLux Almaden Cinema, right?",Please confirm that you would like to have a shared ride for three people to visit CineLux Almaden Cinema.,3.0,0.6816108013747431,0.780481397284271,0.7804878048780488,0.5641025641025642,0.4324324324324324,0.7804878048780488,0.6221221685409546,0.954593300819397,0.904624879360199,0.9171202778816224,0.9670135974884032,0.9519968628883362
